Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge
2611.0,74.0,2.57,307.0,CAR,Slow,19.0
2612.0,58.0,3.12,160.0,,Fast,63.0
2613.0,22.0,2.84,177.0,,Slow,14.0
2614.0,,1.65,249.0,car,Fast,70.0
2615.0,99.0,3.39,106.0,car,Fast,54.0
,99.0,,391.0,CAR,,39.0
2617.0,97.0,2.55,470.0,car,Fast,66.0
,93.0,,207.0,2-Wheeler,,46.0
2619.0,62.0,6.84,100.0,,,14.0
2620.0,47.0,4.18,,car,SLOW,44.0
2621.0,33.0,,364.0,CAR,Moderate,21.0
2622.0,80.0,2.69,286.0,,Fast,68.0
2623.0,44.0,error,,Bus,Moderate,18.0
,57.0,4.66,276.0,Bus,fast,97.0
2625.0,96.0,5.8,248.0,Car,,24.0
2626.0,90.0,error,565.0,2-Wheeler,SLOW,69.0
,57.0,4.9,529.0,3-Wheeler,fast,51.0
2628.0,96.0,3.24,360.0,,fast,
2629.0,24.0,5.79,242.0,,Slow,27.0
2630.0,32.0,3.69,,car,Slow,38.0
2631.0,69.0,6.63,597.0,CAR,SLOW,51.0
2632.0,55.0,1.46,285.0,Car,Fast,
2633.0,,6.23,385.0,,,73.0
2634.0,73.0,2.65,205.0,Bus,Slow,27.0
2635.0,78.0,error,269.0,Car,Moderate,67.0
2636.0,93.0,4.17,386.0,3-Wheeler,fast,24.0
,65.0,4.69,201.0,Car,Slow,41.0
2638.0,,2.68,263.0,CAR,SLOW,33.0
2639.0,,1.59,138.0,Car,,95.0
2640.0,32.0,3.61,N/A,car,Slow,
2641.0,35.0,5.12,367.0,3-Wheeler,Moderate,18.0
2642.0,94.0,1.85,575.0,Car,,43.0
2643.0,,2.36,130.0,Car,Fast,91.0
2644.0,55.0,4.86,392.0,,fast,38.0
2645.0,,3.56,507.0,2-Wheeler,,71.0
2646.0,22.0,7.46,,CAR,,68.0
2647.0,60.0,4.63,,Bus,Fast,22.0
2648.0,69.0,8.7,345.0,car,fast,25.0
2649.0,51.0,4.65,,,fast,96.0
2650.0,44.0,4.98,122.0,3-Wheeler,Fast,63.0
2651.0,32.0,6.06,434.0,,,54.0
2652.0,88.0,9.72,476.0,Car,,84.0
2653.0,78.0,0.82,469.0,3-Wheeler,fast,27.0
,59.0,2.91,191.0,3-Wheeler,Slow,57.0
2655.0,44.0,1.64,527.0,CAR,,89.0
2656.0,91.0,8.0,,Car,Fast,28.0
2657.0,93.0,3.65,173.0,2-Wheeler,fast,92.0
2658.0,62.0,4.76,238.0,,Slow,21.0
2659.0,47.0,5.46,124.0,,,49.0
2660.0,79.0,9.45,515.0,CAR,Slow,
2661.0,70.0,7.38,495.0,2-Wheeler,SLOW,74.0
,49.0,1.42,345.0,3-Wheeler,SLOW,64.0
2663.0,44.0,2.72,265.0,Car,,12.0
2664.0,52.0,5.83,N/A,CAR,Fast,66.0
2665.0,30.0,3.76,279.0,CAR,,
2666.0,43.0,1.98,378.0,3-Wheeler,Slow,12.0
2667.0,76.0,,485.0,CAR,fast,46.0
2668.0,55.0,,113.0,Car,Fast,54.0
2669.0,74.0,9.11,178.0,,fast,
2670.0,97.0,2.97,250.0,Car,Slow,69.0
2671.0,32.0,error,329.0,Car,,55.0
2672.0,26.0,,127.0,car,Slow,39.0
2673.0,23.0,4.95,177.0,2-Wheeler,,92.0
2674.0,64.0,7.98,434.0,CAR,Moderate,35.0
2675.0,,error,108.0,3-Wheeler,,
2676.0,55.0,2.92,N/A,,,52.0
2677.0,28.0,1.55,443.0,car,fast,54.0
2678.0,90.0,6.36,113.0,2-Wheeler,Fast,98.0
2679.0,52.0,2.92,,CAR,fast,44.0
2680.0,53.0,6.16,377.0,CAR,Slow,57.0
2681.0,25.0,8.8,455.0,car,,85.0
2682.0,20.0,7.49,361.0,car,Moderate,83.0
2683.0,97.0,8.82,160.0,2-Wheeler,Fast,79.0
2684.0,unknown,9.23,452.0,2-Wheeler,Moderate,27.0
2685.0,84.0,9.69,203.0,Bus,Fast,89.0
2686.0,25.0,9.69,368.0,Bus,,61.0
2687.0,,0.58,572.0,3-Wheeler,Fast,39.0
,73.0,4.54,358.0,2-Wheeler,,95.0
2689.0,80.0,2.61,381.0,Car,Moderate,52.0
,,6.15,551.0,CAR,fast,19.0
2691.0,55.0,9.73,363.0,,,70.0
2692.0,62.0,9.93,486.0,,,
2693.0,,1.33,278.0,2-Wheeler,,65.0
2694.0,34.0,,136.0,car,Fast,31.0
2695.0,50.0,9.15,N/A,car,Moderate,44.0
2696.0,,5.79,226.0,,SLOW,72.0
2697.0,,1.68,561.0,car,fast,
2698.0,53.0,6.25,443.0,Car,fast,30.0
2699.0,46.0,,146.0,Bus,,39.0
2700.0,29.0,5.61,289.0,3-Wheeler,SLOW,40.0
2701.0,44.0,9.57,577.0,CAR,,27.0
2702.0,31.0,3.18,145.0,Bus,,13.0
2703.0,31.0,9.64,359.0,,fast,40.0
,,2.54,299.0,2-Wheeler,Fast,88.0
2705.0,83.0,9.62,463.0,,Fast,71.0
2706.0,,7.35,259.0,Bus,,23.0
2707.0,36.0,,281.0,Car,Fast,57.0
2708.0,31.0,9.82,561.0,,SLOW,79.0
2709.0,34.0,2.4,161.0,3-Wheeler,,45.0
2710.0,90.0,4.14,241.0,3-Wheeler,,15.0
2711.0,68.0,8.11,109.0,3-Wheeler,,78.0
2712.0,38.0,2.1,424.0,,Slow,71.0
2713.0,45.0,5.87,270.0,3-Wheeler,Slow,74.0
2714.0,96.0,,347.0,car,SLOW,99.0
2715.0,56.0,2.74,179.0,,SLOW,13.0
2716.0,46.0,error,304.0,2-Wheeler,Moderate,79.0
2717.0,39.0,5.49,428.0,2-Wheeler,SLOW,85.0
2718.0,unknown,,,CAR,Fast,96.0
2719.0,28.0,4.09,356.0,car,Slow,18.0
2720.0,45.0,2.84,413.0,Bus,fast,58.0
2721.0,28.0,error,404.0,2-Wheeler,SLOW,60.0
2722.0,,6.08,450.0,car,Slow,26.0
2723.0,26.0,7.63,199.0,Car,fast,
2724.0,65.0,error,175.0,CAR,Fast,20.0
2725.0,49.0,,581.0,car,fast,97.0
2726.0,,2.8,369.0,CAR,,29.0
2727.0,95.0,3.03,141.0,car,fast,29.0
,86.0,9.09,132.0,3-Wheeler,SLOW,69.0
2729.0,64.0,,326.0,Bus,Fast,19.0
2730.0,52.0,,530.0,3-Wheeler,SLOW,48.0
2731.0,53.0,9.67,509.0,,Fast,24.0
2732.0,71.0,error,578.0,car,Slow,34.0
2733.0,72.0,8.82,423.0,car,fast,41.0
2734.0,unknown,9.2,N/A,,SLOW,24.0
2735.0,51.0,5.37,294.0,Car,,73.0
2736.0,unknown,5.86,220.0,,Slow,60.0
2737.0,26.0,0.58,471.0,,SLOW,38.0
2738.0,26.0,9.38,139.0,Car,Fast,32.0
2739.0,,9.04,463.0,car,Fast,35.0
,20.0,1.82,210.0,2-Wheeler,Slow,22.0
2741.0,32.0,7.63,384.0,3-Wheeler,,33.0
2742.0,84.0,2.71,237.0,Bus,SLOW,59.0
2743.0,44.0,9.54,,,Moderate,99.0
2744.0,23.0,4.93,310.0,Car,Moderate,43.0
2745.0,41.0,,298.0,,fast,51.0
2746.0,94.0,7.81,593.0,2-Wheeler,Fast,84.0
2747.0,71.0,3.49,588.0,,Moderate,27.0
2748.0,82.0,1.17,528.0,car,Moderate,13.0
2749.0,86.0,3.75,511.0,2-Wheeler,Slow,22.0
2750.0,96.0,,281.0,CAR,Moderate,47.0
2751.0,50.0,,296.0,,Fast,91.0
2752.0,90.0,8.17,495.0,3-Wheeler,Moderate,11.0
2753.0,,5.55,340.0,,,47.0
2754.0,unknown,5.26,504.0,Car,Moderate,
2755.0,93.0,2.77,150.0,,,85.0
2756.0,28.0,9.52,240.0,2-Wheeler,Slow,10.0
2757.0,48.0,6.28,,2-Wheeler,fast,95.0
2758.0,63.0,,144.0,3-Wheeler,fast,46.0
,22.0,9.22,543.0,CAR,Fast,56.0
2760.0,54.0,,,car,Fast,70.0
2761.0,59.0,6.42,471.0,CAR,fast,33.0
2762.0,22.0,5.34,410.0,Bus,SLOW,50.0
,36.0,6.93,459.0,2-Wheeler,SLOW,22.0
2764.0,,4.53,214.0,,Fast,95.0
2765.0,65.0,2.84,N/A,Car,fast,81.0
2766.0,57.0,4.54,476.0,,Fast,41.0
2767.0,37.0,1.68,452.0,2-Wheeler,fast,82.0
2768.0,22.0,1.65,500.0,car,Slow,71.0
2769.0,48.0,6.78,382.0,,SLOW,89.0
2770.0,,0.74,114.0,Bus,SLOW,
2771.0,67.0,2.08,539.0,2-Wheeler,Slow,12.0
2772.0,89.0,2.49,284.0,car,,
2773.0,30.0,1.79,503.0,Bus,,
2774.0,73.0,error,325.0,car,Moderate,53.0
2775.0,40.0,,212.0,,Fast,38.0
2776.0,26.0,6.21,453.0,Bus,SLOW,61.0
2777.0,unknown,6.17,207.0,car,Fast,77.0
2778.0,42.0,8.86,249.0,car,SLOW,
2779.0,38.0,error,535.0,2-Wheeler,,77.0
2780.0,55.0,9.42,175.0,Bus,fast,
2781.0,60.0,3.15,546.0,,fast,80.0
2782.0,34.0,9.26,477.0,2-Wheeler,,80.0
2783.0,37.0,8.57,,CAR,,23.0
,30.0,1.06,221.0,3-Wheeler,,94.0
2785.0,68.0,4.67,557.0,,,
2786.0,22.0,1.96,497.0,,SLOW,14.0
2787.0,64.0,8.8,209.0,CAR,fast,16.0
2788.0,68.0,6.2,578.0,Car,Slow,72.0
2789.0,,8.36,345.0,2-Wheeler,Slow,30.0
2790.0,40.0,7.46,150.0,,Moderate,74.0
2791.0,78.0,3.44,,,SLOW,76.0
2792.0,unknown,3.64,333.0,car,Slow,30.0
2793.0,77.0,2.56,561.0,3-Wheeler,,65.0
2794.0,98.0,3.12,524.0,3-Wheeler,Moderate,78.0
2795.0,unknown,7.75,321.0,2-Wheeler,,97.0
2796.0,unknown,1.51,,,Moderate,96.0
,91.0,7.41,457.0,,,88.0
2798.0,62.0,0.76,555.0,,SLOW,42.0
2799.0,68.0,5.26,423.0,,Moderate,55.0
2800.0,86.0,4.12,179.0,Bus,Moderate,98.0
2801.0,49.0,6.9,415.0,CAR,Moderate,54.0
2802.0,35.0,6.99,585.0,,Moderate,78.0
2803.0,66.0,1.16,399.0,2-Wheeler,Fast,86.0
2804.0,72.0,6.22,584.0,Car,Fast,94.0
2805.0,45.0,,197.0,3-Wheeler,Moderate,72.0
2806.0,46.0,3.04,404.0,CAR,Slow,17.0
2807.0,37.0,7.99,172.0,,Moderate,37.0
2808.0,61.0,2.05,227.0,car,fast,45.0
2809.0,,error,128.0,CAR,Slow,44.0
2810.0,62.0,6.43,123.0,CAR,,35.0
2811.0,41.0,6.89,,Car,Moderate,60.0
2812.0,,7.72,273.0,Car,Fast,17.0
,unknown,9.6,356.0,3-Wheeler,SLOW,45.0
2814.0,45.0,,445.0,2-Wheeler,SLOW,42.0
2815.0,63.0,error,278.0,,SLOW,66.0
,98.0,4.93,250.0,Bus,,85.0
2817.0,26.0,3.67,258.0,car,,
2818.0,29.0,5.64,169.0,,fast,29.0
2819.0,72.0,7.34,379.0,Bus,,70.0
2820.0,84.0,,,2-Wheeler,,97.0
2821.0,33.0,,359.0,2-Wheeler,SLOW,47.0
2822.0,56.0,,184.0,Car,,
2823.0,56.0,4.52,196.0,2-Wheeler,Moderate,25.0
2824.0,21.0,3.97,348.0,car,Slow,80.0
2825.0,68.0,2.9,393.0,car,Moderate,13.0
,86.0,1.3,506.0,3-Wheeler,SLOW,21.0
2827.0,83.0,,N/A,3-Wheeler,SLOW,76.0
2828.0,90.0,1.13,391.0,2-Wheeler,Slow,24.0
2829.0,unknown,,464.0,CAR,Fast,15.0
2830.0,81.0,7.08,469.0,2-Wheeler,Slow,42.0
2831.0,66.0,,429.0,Bus,Slow,36.0
2832.0,65.0,6.01,376.0,2-Wheeler,Slow,88.0
2833.0,46.0,2.56,507.0,,,89.0
2834.0,31.0,,422.0,3-Wheeler,SLOW,
2835.0,79.0,4.28,556.0,CAR,Slow,45.0
2836.0,,,549.0,CAR,fast,
2837.0,86.0,1.02,N/A,Bus,,
2838.0,55.0,3.08,317.0,,Slow,95.0
2839.0,49.0,9.45,470.0,car,fast,84.0
2840.0,77.0,5.62,267.0,CAR,Slow,42.0
2841.0,60.0,4.87,578.0,Bus,Slow,25.0
2842.0,68.0,8.33,216.0,CAR,SLOW,29.0
2843.0,98.0,9.21,368.0,CAR,Slow,36.0
2844.0,,8.06,359.0,Bus,Moderate,79.0
2845.0,71.0,8.6,132.0,,fast,74.0
2846.0,79.0,1.81,137.0,car,,12.0
2847.0,60.0,,192.0,,Slow,11.0
,93.0,4.31,590.0,Bus,fast,90.0
2849.0,,5.49,596.0,2-Wheeler,fast,83.0
2850.0,,5.35,492.0,,fast,12.0
2851.0,93.0,8.59,534.0,,Fast,48.0
2852.0,unknown,1.02,225.0,,,95.0
2853.0,58.0,6.39,,Bus,Moderate,
2854.0,82.0,5.35,319.0,3-Wheeler,fast,38.0
2855.0,86.0,1.64,350.0,CAR,Moderate,81.0
2856.0,38.0,error,120.0,2-Wheeler,Fast,16.0
2857.0,92.0,1.66,237.0,,Slow,80.0
2858.0,42.0,9.68,503.0,,Fast,
2859.0,58.0,5.39,303.0,,,87.0
2860.0,72.0,1.42,N/A,,SLOW,32.0
2861.0,79.0,3.09,388.0,3-Wheeler,Slow,56.0
2862.0,53.0,error,356.0,3-Wheeler,SLOW,53.0
2863.0,43.0,4.71,107.0,3-Wheeler,Slow,34.0
2864.0,78.0,0.85,526.0,3-Wheeler,SLOW,32.0
2865.0,57.0,6.13,355.0,Bus,fast,74.0
2866.0,77.0,3.93,322.0,2-Wheeler,fast,81.0
2867.0,unknown,error,213.0,Car,Fast,19.0
2868.0,85.0,2.08,418.0,CAR,,93.0
2869.0,56.0,4.78,N/A,,,69.0
2870.0,76.0,error,408.0,,Fast,30.0
2871.0,63.0,3.82,320.0,CAR,Moderate,46.0
2872.0,61.0,5.65,535.0,2-Wheeler,Fast,82.0
,98.0,6.34,446.0,3-Wheeler,Moderate,38.0
2874.0,73.0,3.39,N/A,CAR,fast,71.0
2875.0,80.0,,359.0,car,Moderate,77.0
2876.0,40.0,6.65,,2-Wheeler,fast,45.0
2877.0,77.0,2.72,505.0,3-Wheeler,Fast,30.0
,74.0,7.07,213.0,3-Wheeler,Fast,16.0
2879.0,70.0,7.18,365.0,,Fast,79.0
2880.0,40.0,8.12,522.0,CAR,Moderate,65.0
2881.0,40.0,2.8,456.0,Car,SLOW,64.0
,71.0,1.71,357.0,3-Wheeler,SLOW,
2883.0,70.0,4.41,228.0,3-Wheeler,,90.0
2884.0,97.0,7.6,N/A,,SLOW,
2885.0,34.0,4.68,126.0,3-Wheeler,Slow,98.0
,73.0,,249.0,,Fast,89.0
2887.0,49.0,8.34,517.0,Bus,,14.0
2888.0,41.0,,,Car,fast,48.0
2889.0,87.0,7.89,492.0,,fast,
2890.0,55.0,9.45,102.0,car,Fast,47.0
2891.0,84.0,6.01,358.0,2-Wheeler,SLOW,16.0
2892.0,67.0,1.07,N/A,car,,31.0
,20.0,5.82,,2-Wheeler,fast,27.0
2894.0,24.0,8.36,119.0,Bus,fast,34.0
2895.0,27.0,2.55,174.0,3-Wheeler,,85.0
,53.0,2.28,439.0,3-Wheeler,SLOW,
2897.0,26.0,2.54,,Bus,,44.0
2898.0,78.0,0.57,N/A,car,Fast,68.0
2899.0,81.0,9.3,340.0,Car,,22.0
2900.0,75.0,6.93,,car,Moderate,54.0
2901.0,86.0,4.71,561.0,Car,Fast,36.0
2902.0,90.0,6.7,354.0,car,Slow,34.0
2903.0,66.0,error,475.0,,SLOW,67.0
2904.0,28.0,,150.0,Car,SLOW,47.0
2905.0,77.0,8.93,524.0,3-Wheeler,Moderate,11.0
2906.0,59.0,6.2,217.0,3-Wheeler,Slow,87.0
2907.0,98.0,9.4,206.0,CAR,Moderate,39.0
2908.0,99.0,6.78,454.0,3-Wheeler,,
2909.0,,5.3,516.0,CAR,Moderate,62.0
2910.0,60.0,3.85,215.0,Car,Fast,78.0
2911.0,20.0,5.16,,3-Wheeler,Moderate,44.0
2912.0,29.0,6.3,,Bus,fast,21.0
2913.0,39.0,3.82,472.0,car,SLOW,
2914.0,unknown,0.53,109.0,,Fast,55.0
2915.0,,2.91,338.0,,Fast,98.0
2916.0,53.0,9.96,393.0,car,Slow,74.0
2917.0,,7.6,538.0,3-Wheeler,,67.0
2918.0,,9.85,570.0,2-Wheeler,Slow,84.0
2919.0,unknown,2.41,N/A,Car,Moderate,32.0
2920.0,31.0,0.87,463.0,CAR,Moderate,23.0
2921.0,99.0,4.96,280.0,,Moderate,39.0
2922.0,42.0,1.91,383.0,Car,,68.0
2923.0,54.0,,436.0,CAR,,
2924.0,,,420.0,,fast,60.0
2925.0,45.0,7.61,,Car,Slow,89.0
2926.0,69.0,2.37,131.0,Bus,Fast,64.0
2927.0,unknown,,N/A,CAR,,82.0
2928.0,69.0,6.99,,Bus,fast,
2929.0,35.0,0.63,542.0,2-Wheeler,SLOW,11.0
2930.0,52.0,5.15,475.0,,Slow,43.0
2931.0,87.0,6.84,300.0,Bus,fast,27.0
2932.0,,5.65,359.0,,,48.0
2933.0,79.0,3.55,438.0,2-Wheeler,fast,62.0
2934.0,98.0,1.43,562.0,3-Wheeler,,28.0
2935.0,81.0,3.19,375.0,car,Moderate,69.0
2936.0,92.0,6.04,598.0,Bus,Fast,68.0
2937.0,59.0,9.47,204.0,3-Wheeler,Fast,57.0
2938.0,83.0,,196.0,Bus,fast,66.0
2939.0,21.0,3.8,340.0,,fast,
2940.0,84.0,,225.0,,Moderate,80.0
2941.0,,,440.0,Car,Slow,54.0
2942.0,unknown,4.24,581.0,,SLOW,11.0
2943.0,87.0,0.92,466.0,car,Moderate,98.0
2944.0,35.0,8.9,520.0,Car,Fast,81.0
2945.0,73.0,8.34,453.0,,Slow,89.0
2946.0,78.0,8.24,520.0,2-Wheeler,Slow,14.0
2947.0,30.0,7.25,332.0,,Moderate,17.0
2948.0,29.0,8.07,273.0,CAR,SLOW,50.0
2949.0,,error,443.0,2-Wheeler,Moderate,25.0
2950.0,44.0,4.22,232.0,car,fast,57.0
,24.0,5.54,409.0,Car,fast,
2952.0,unknown,error,525.0,Car,Moderate,70.0
2953.0,40.0,2.02,524.0,Bus,Moderate,61.0
2954.0,31.0,3.9,236.0,,Slow,66.0
2955.0,91.0,9.63,454.0,2-Wheeler,Fast,54.0
2956.0,90.0,9.54,,,,65.0
2957.0,52.0,1.14,494.0,,SLOW,70.0
2958.0,68.0,error,232.0,Bus,,81.0
2959.0,43.0,1.71,,3-Wheeler,fast,93.0
2960.0,53.0,1.39,391.0,,Fast,73.0
2961.0,82.0,0.53,414.0,car,Fast,74.0
2962.0,24.0,6.24,551.0,,,77.0
2963.0,,3.8,277.0,2-Wheeler,SLOW,33.0
2964.0,71.0,2.63,549.0,car,fast,55.0
,69.0,9.51,580.0,CAR,Fast,67.0
2966.0,,2.22,,car,,
2967.0,78.0,9.31,538.0,,,96.0
2968.0,68.0,2.27,498.0,2-Wheeler,Fast,
2969.0,87.0,8.07,387.0,car,Moderate,12.0
2970.0,,3.64,305.0,Car,,62.0
,31.0,5.53,453.0,,SLOW,77.0
2972.0,94.0,8.64,N/A,3-Wheeler,fast,63.0
2973.0,29.0,2.43,467.0,Bus,Moderate,24.0
2974.0,33.0,9.51,511.0,Car,fast,92.0
2975.0,30.0,0.53,338.0,,fast,92.0
2976.0,47.0,2.26,493.0,Car,,52.0
2977.0,36.0,error,469.0,Bus,Moderate,82.0
2978.0,80.0,1.19,526.0,CAR,Slow,
2979.0,70.0,,446.0,2-Wheeler,Moderate,51.0
2980.0,,6.46,381.0,Bus,Fast,
2981.0,unknown,6.77,506.0,car,Slow,84.0
2982.0,47.0,7.73,490.0,3-Wheeler,Slow,60.0
2983.0,59.0,4.2,302.0,CAR,,89.0
2984.0,51.0,,,3-Wheeler,Moderate,47.0
2985.0,,2.15,341.0,Bus,,26.0
2986.0,49.0,1.76,180.0,CAR,,77.0
,61.0,3.48,506.0,car,SLOW,
2988.0,75.0,0.98,230.0,Bus,SLOW,21.0
2989.0,49.0,4.06,347.0,Car,Fast,58.0
2990.0,69.0,8.72,466.0,Car,fast,86.0
2991.0,61.0,8.8,,,fast,36.0
2992.0,94.0,1.23,132.0,,Fast,90.0
2993.0,57.0,error,444.0,,,74.0
2994.0,,5.39,203.0,car,Slow,
2995.0,78.0,5.57,419.0,3-Wheeler,fast,
2996.0,,4.33,582.0,CAR,Slow,85.0
2997.0,81.0,7.5,135.0,Car,Slow,84.0
2998.0,,5.06,490.0,,,96.0
2999.0,92.0,2.93,351.0,,Moderate,25.0
3000.0,43.0,5.87,373.0,3-Wheeler,Slow,
3001.0,,3.88,285.0,2-Wheeler,SLOW,61.0
3002.0,unknown,1.77,308.0,3-Wheeler,Slow,28.0
3003.0,75.0,1.93,244.0,car,SLOW,14.0
3004.0,61.0,5.17,N/A,Car,,29.0
3005.0,43.0,,469.0,2-Wheeler,fast,37.0
3006.0,,7.53,141.0,car,Moderate,96.0
3007.0,92.0,4.01,561.0,,Fast,39.0
3008.0,54.0,0.62,120.0,Car,fast,13.0
3009.0,83.0,8.75,263.0,,fast,43.0
,98.0,9.77,240.0,2-Wheeler,Moderate,
3011.0,59.0,4.2,188.0,3-Wheeler,fast,46.0
3012.0,unknown,3.49,453.0,,Fast,53.0
3013.0,80.0,,114.0,CAR,,10.0
3014.0,34.0,8.66,131.0,,,39.0
3015.0,86.0,8.32,393.0,3-Wheeler,fast,49.0
3016.0,59.0,7.56,504.0,car,Moderate,27.0
3017.0,94.0,5.71,164.0,Bus,,37.0
3018.0,83.0,7.18,199.0,3-Wheeler,Fast,72.0
3019.0,90.0,3.37,159.0,,Moderate,82.0
3020.0,55.0,,192.0,3-Wheeler,fast,20.0
3021.0,90.0,5.44,226.0,,SLOW,58.0
3022.0,36.0,6.48,445.0,Bus,,66.0
3023.0,40.0,1.22,N/A,,Moderate,46.0
3024.0,39.0,8.89,285.0,CAR,,85.0
,35.0,8.67,204.0,,Moderate,64.0
3026.0,62.0,0.53,429.0,3-Wheeler,,67.0
3027.0,,6.18,174.0,,,28.0
3028.0,26.0,2.4,528.0,Bus,fast,66.0
3029.0,95.0,8.62,228.0,CAR,,18.0
3030.0,,8.25,585.0,Car,,96.0
3031.0,45.0,1.59,535.0,,,43.0
3032.0,55.0,1.26,463.0,CAR,Fast,12.0
,70.0,9.48,182.0,Bus,Moderate,27.0
3034.0,77.0,4.44,401.0,,fast,77.0
3035.0,98.0,2.43,217.0,CAR,Fast,55.0
3036.0,74.0,4.12,550.0,3-Wheeler,Fast,30.0
3037.0,25.0,,506.0,car,fast,43.0
3038.0,95.0,error,N/A,CAR,SLOW,63.0
3039.0,unknown,9.88,481.0,Car,SLOW,69.0
3040.0,60.0,3.61,143.0,,,52.0
3041.0,57.0,8.51,554.0,CAR,Fast,90.0
,40.0,error,311.0,car,SLOW,28.0
3043.0,90.0,4.39,196.0,2-Wheeler,Moderate,47.0
3044.0,59.0,2.32,360.0,,,15.0
,67.0,,171.0,CAR,,71.0
3046.0,76.0,6.01,,Car,,37.0
3047.0,64.0,1.09,,3-Wheeler,,38.0
3048.0,76.0,6.92,,car,Moderate,76.0
3049.0,77.0,3.8,155.0,Car,Slow,46.0
3050.0,95.0,5.56,,CAR,Moderate,66.0
3051.0,81.0,4.08,574.0,CAR,,94.0
3052.0,45.0,4.16,154.0,2-Wheeler,,76.0
3053.0,30.0,4.48,401.0,,Moderate,35.0
3054.0,55.0,3.3,503.0,car,Slow,44.0
3055.0,57.0,0.64,553.0,CAR,,46.0
3056.0,36.0,2.3,103.0,3-Wheeler,SLOW,
,40.0,3.72,404.0,CAR,,49.0
,95.0,5.9,373.0,2-Wheeler,SLOW,74.0
3059.0,98.0,7.75,343.0,,Slow,75.0
3060.0,35.0,6.67,132.0,,SLOW,76.0
3061.0,39.0,,175.0,Bus,Fast,38.0
,61.0,4.78,300.0,Bus,SLOW,55.0
,,error,427.0,Car,,82.0
,70.0,1.38,,2-Wheeler,Slow,72.0
3065.0,77.0,6.16,263.0,3-Wheeler,,
,90.0,8.61,,Bus,Fast,69.0
3067.0,88.0,4.9,561.0,CAR,SLOW,55.0
3068.0,38.0,error,301.0,Bus,Slow,91.0
3069.0,53.0,error,176.0,3-Wheeler,Moderate,79.0
3070.0,53.0,0.59,346.0,CAR,,30.0
3071.0,68.0,0.9,168.0,Bus,Slow,
3072.0,43.0,9.36,552.0,car,Slow,44.0
3073.0,30.0,2.46,104.0,Bus,Moderate,88.0
3074.0,38.0,4.93,531.0,Car,fast,
3075.0,,error,323.0,car,Slow,95.0
3076.0,55.0,4.03,359.0,,SLOW,88.0
3077.0,,6.47,216.0,car,Slow,71.0
3078.0,93.0,8.06,303.0,Bus,,74.0
3079.0,77.0,,,3-Wheeler,Fast,71.0
3080.0,,1.49,293.0,,SLOW,22.0
3081.0,,,160.0,car,SLOW,94.0
3082.0,45.0,2.81,225.0,,,86.0
3083.0,49.0,9.83,307.0,Car,,47.0
3084.0,61.0,2.07,176.0,Car,Moderate,73.0
3085.0,75.0,4.57,131.0,3-Wheeler,Slow,70.0
3086.0,43.0,9.56,133.0,car,Slow,82.0
3087.0,63.0,7.84,517.0,2-Wheeler,Slow,
3088.0,78.0,,N/A,car,,66.0
3089.0,69.0,3.8,505.0,car,Fast,67.0
3090.0,58.0,4.02,576.0,Car,Moderate,98.0
3091.0,46.0,1.74,,car,Moderate,70.0
3092.0,56.0,1.08,207.0,2-Wheeler,Fast,87.0
3093.0,73.0,6.99,311.0,2-Wheeler,Slow,39.0
,,5.88,448.0,,Moderate,60.0
3095.0,56.0,4.93,579.0,,,72.0
3096.0,86.0,5.1,150.0,,,66.0
,81.0,4.84,261.0,2-Wheeler,Moderate,
3098.0,46.0,1.24,202.0,2-Wheeler,,85.0
3099.0,39.0,error,503.0,car,Fast,21.0
,,5.93,348.0,car,Moderate,18.0
3101.0,95.0,9.03,195.0,CAR,Moderate,74.0
3102.0,31.0,,401.0,2-Wheeler,SLOW,79.0
3103.0,70.0,4.58,102.0,3-Wheeler,fast,38.0
3104.0,88.0,7.28,532.0,,,91.0
3105.0,86.0,2.74,N/A,CAR,Slow,45.0
,95.0,2.58,187.0,2-Wheeler,SLOW,
3107.0,45.0,7.12,189.0,car,,
3108.0,35.0,9.94,476.0,,,62.0
3109.0,48.0,7.4,302.0,CAR,,76.0
3110.0,67.0,7.46,596.0,3-Wheeler,Slow,96.0
3111.0,43.0,9.88,110.0,car,SLOW,54.0
3112.0,20.0,8.53,450.0,,Moderate,99.0
3113.0,33.0,1.91,270.0,3-Wheeler,,46.0
3114.0,72.0,1.03,595.0,Car,Slow,
3115.0,37.0,5.21,437.0,,Moderate,29.0
3116.0,65.0,9.1,483.0,Car,Slow,96.0
3117.0,93.0,error,N/A,2-Wheeler,,59.0
3118.0,,2.47,146.0,car,Fast,71.0
3119.0,21.0,5.31,195.0,Bus,fast,95.0
3120.0,unknown,7.79,516.0,3-Wheeler,fast,16.0
3121.0,67.0,9.34,582.0,Car,fast,60.0
3122.0,79.0,error,,2-Wheeler,,48.0
3123.0,unknown,6.4,591.0,3-Wheeler,SLOW,23.0
3124.0,50.0,2.66,,,Fast,90.0
3125.0,33.0,0.82,119.0,Bus,Moderate,37.0
3126.0,73.0,7.72,469.0,CAR,Fast,58.0
3127.0,73.0,8.46,310.0,Car,SLOW,98.0
3128.0,67.0,7.15,,,Slow,79.0
3129.0,88.0,6.38,373.0,Car,Slow,18.0
3130.0,41.0,1.15,233.0,Bus,Slow,92.0
