Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge_%
5822,51.0,9.41,236,3-Wheeler,Moderate,59
5823,91.0,2.55,441,Bus,Slow,28
5824,65.0,3.83,123,3-Wheeler,Slow,10
5825,43.0,5.41,467,Car,Moderate,83
5826,33.0,2.67,549,Bus,Slow,33
5827,88.0,5.16,459,Bus,Fast,12
5828,76.0,5.55,117,Car,Slow,54
5829,98.0,0.53,371,3-Wheeler,Fast,88
5830,40.0,3.1,366,2-Wheeler,Fast,51
5831,30.0,4.69,312,Bus,Moderate,34
5832,52.0,0.5,419,3-Wheeler,Slow,83
5833,49.0,4.1,221,Bus,Slow,14
5834,49.0,2.37,289,Bus,Moderate,19
5835,,1.41,321,2-Wheeler,Moderate,87
5836,34.0,7.66,499,2-Wheeler,Moderate,73
5837,93.0,8.44,105,Bus,Moderate,79
5838,61.0,9.94,327,,Slow,83
5839,95.0,7.44,518,Car,Slow,32
5840,63.0,0.51,153,,Fast,26
5841,26.0,0.63,520,Car,Fast,35
5842,83.0,3.62,226,Bus,Fast,61
5843,71.0,2.41,501,Bus,Fast,20
5844,,9.38,491,Car,Fast,74
5845,95.0,0.96,468,3-Wheeler,Moderate,25
5846,97.0,9.43,276,3-Wheeler,Moderate,20
5847,85.0,4.18,272,Car,Moderate,51
5848,93.0,9.06,159,2-Wheeler,Fast,50
5849,41.0,3.74,467,Bus,Fast,18
5850,68.0,2.94,375,2-Wheeler,Moderate,47
5851,30.0,6.47,189,3-Wheeler,Slow,98
5852,90.0,1.97,482,Bus,Fast,36
5853,52.0,,269,3-Wheeler,Slow,33
5854,74.0,6.93,488,2-Wheeler,Fast,65
5855,56.0,0.72,306,,Slow,16
5856,93.0,9.26,205,2-Wheeler,Moderate,89
5857,,3.35,311,2-Wheeler,Fast,62
5858,46.0,,106,Bus,Slow,69
5859,35.0,1.15,412,Bus,Moderate,71
5860,39.0,2.25,210,Bus,Fast,11
5861,71.0,5.02,156,Car,Slow,46
5862,,4.94,330,Car,Moderate,16
5863,56.0,1.92,427,Car,Fast,87
5864,68.0,9.11,224,Bus,Fast,63
5865,59.0,2.95,474,Car,Moderate,90
5866,58.0,8.74,132,Bus,Fast,53
5867,82.0,6.5,108,Car,Fast,27
5868,,,224,Car,Moderate,85
5869,74.0,,286,Bus,Slow,93
5870,50.0,2.74,469,Bus,Slow,57
5871,52.0,4.11,133,2-Wheeler,Moderate,17
5872,35.0,,506,3-Wheeler,Moderate,84
5873,51.0,5.83,129,3-Wheeler,Slow,58
5874,24.0,,497,Car,Fast,91
5875,67.0,,219,Car,Slow,28
5876,30.0,1.41,543,Car,Moderate,85
5877,22.0,5.66,263,Car,Slow,90
5878,62.0,8.32,305,Bus,Fast,43
5879,46.0,,301,Car,Slow,38
5880,60.0,9.44,536,2-Wheeler,Fast,45
5881,23.0,0.57,446,Bus,Moderate,63
5882,75.0,5.52,217,2-Wheeler,Fast,96
5883,,2.16,125,Car,Slow,18
5884,97.0,4.84,354,Car,Moderate,81
5885,,4.64,501,Bus,Moderate,94
5886,62.0,3.21,574,2-Wheeler,Fast,77
5887,77.0,5.1,287,3-Wheeler,Slow,90
5888,31.0,3.92,591,2-Wheeler,Fast,48
5889,,2.39,460,3-Wheeler,Slow,23
5890,37.0,6.19,253,,Moderate,64
5891,20.0,7.59,226,,Moderate,63
5892,93.0,8.95,218,Car,Moderate,24
5893,,8.82,192,Bus,Slow,22
5894,,7.61,482,Car,Fast,22
5895,58.0,2.22,159,Bus,Fast,85
5896,25.0,,374,3-Wheeler,Moderate,68
5897,54.0,8.56,433,Bus,Fast,56
5898,56.0,4.08,152,Car,Moderate,76
5899,,1.52,137,Car,Slow,52
5900,55.0,9.47,238,2-Wheeler,Moderate,50
5901,33.0,1.84,464,Bus,Moderate,37
5902,29.0,,448,3-Wheeler,Fast,97
5903,82.0,1.13,173,2-Wheeler,Moderate,69
5904,44.0,9.63,156,Car,Moderate,57
5905,81.0,4.32,329,,Moderate,86
5906,88.0,4.91,442,3-Wheeler,Slow,52
5907,36.0,4.09,143,Car,Slow,32
5908,67.0,8.0,492,Bus,Slow,44
5909,30.0,6.62,296,,Fast,26
5910,38.0,5.87,596,Bus,Slow,82
5911,99.0,,331,2-Wheeler,Slow,91
5912,23.0,8.87,447,Bus,Moderate,16
5913,47.0,3.78,176,,Fast,24
5914,,9.45,362,Car,Moderate,27
5915,96.0,9.75,200,,Fast,67
5916,51.0,7.24,593,Car,Slow,26
5917,52.0,,323,2-Wheeler,Moderate,35
5918,63.0,1.95,546,Bus,Slow,36
5919,65.0,5.67,436,,Moderate,30
5920,75.0,1.08,522,Bus,Slow,61
5921,,,469,Bus,Moderate,64
5922,31.0,1.53,353,3-Wheeler,Slow,15
5923,,6.55,369,Bus,Moderate,63
5924,78.0,3.21,507,Bus,Fast,41
5925,86.0,4.23,383,Car,Fast,54
5926,20.0,1.97,167,Car,Moderate,28
5927,43.0,3.8,545,3-Wheeler,Fast,55
5928,89.0,5.86,420,Car,Fast,48
5929,,7.84,104,,Fast,48
5930,87.0,6.97,247,3-Wheeler,Moderate,46
5931,22.0,7.79,390,2-Wheeler,Slow,86
5932,,,497,3-Wheeler,Moderate,85
5933,84.0,5.32,138,Car,Moderate,17
5934,83.0,4.73,455,3-Wheeler,Fast,71
5935,24.0,0.86,195,2-Wheeler,Slow,71
5936,99.0,8.16,577,2-Wheeler,Moderate,84
5937,28.0,6.96,296,2-Wheeler,Slow,96
5938,37.0,5.98,514,Bus,Moderate,72
5939,48.0,2.75,573,2-Wheeler,Moderate,69
5940,38.0,1.03,517,,Moderate,61
5941,65.0,9.87,340,3-Wheeler,Slow,47
5942,75.0,9.02,358,2-Wheeler,Moderate,62
5943,36.0,7.83,197,Bus,Moderate,46
5944,48.0,4.03,160,Bus,Fast,18
5945,49.0,3.83,146,Bus,Moderate,63
5946,29.0,4.65,289,Car,Slow,71
5947,95.0,,128,3-Wheeler,Slow,35
5948,95.0,1.43,303,Car,Fast,90
5949,27.0,5.24,145,Bus,Fast,92
5950,83.0,8.19,503,Bus,Slow,14
5951,51.0,2.6,421,Car,Moderate,60
5952,70.0,1.5,545,2-Wheeler,Fast,75
5953,20.0,2.05,356,Car,Slow,70
5954,36.0,,504,Bus,Slow,86
5955,70.0,4.06,261,Car,Moderate,13
5956,70.0,7.52,227,Car,Fast,18
5957,51.0,1.61,368,2-Wheeler,Slow,82
5958,42.0,,371,3-Wheeler,Fast,81
5959,79.0,3.55,503,Car,Fast,14
5960,86.0,4.32,299,3-Wheeler,Slow,86
5961,38.0,5.33,103,,Moderate,54
5962,41.0,1.99,246,Car,Moderate,65
5963,,2.67,472,2-Wheeler,Moderate,91
5964,75.0,8.27,437,,Moderate,14
5965,42.0,2.11,417,Car,Slow,37
5966,71.0,1.04,488,3-Wheeler,Moderate,86
5967,98.0,5.16,502,Car,Moderate,60
5968,23.0,9.4,190,2-Wheeler,Fast,65
5969,47.0,,472,Car,Moderate,85
5970,31.0,4.33,104,Bus,Slow,68
5971,96.0,3.95,115,2-Wheeler,Slow,37
5972,,7.19,528,Bus,Slow,31
5973,69.0,5.68,431,Bus,Slow,95
5974,87.0,6.88,272,Bus,Fast,21
5975,25.0,3.35,188,2-Wheeler,Moderate,39
5976,75.0,5.15,377,Bus,Moderate,52
5977,72.0,3.16,452,,Slow,98
5978,53.0,1.64,576,Bus,Fast,99
5979,77.0,9.23,263,Bus,Fast,53
5980,33.0,8.12,225,Car,Fast,86
5981,48.0,2.74,413,Car,Fast,33
5982,79.0,5.55,371,2-Wheeler,Moderate,86
5983,95.0,1.43,240,2-Wheeler,Slow,22
5984,57.0,4.23,328,,Fast,48
5985,91.0,3.95,463,3-Wheeler,Slow,58
5986,27.0,5.53,462,Bus,Slow,21
5987,72.0,,130,Bus,Fast,77
5988,54.0,9.56,315,3-Wheeler,Moderate,68
5989,,2.19,473,Car,Slow,34
5990,,,322,3-Wheeler,Moderate,26
5991,,7.84,559,Bus,Moderate,31
5992,30.0,,302,Car,Moderate,86
5993,,7.29,516,3-Wheeler,Moderate,38
5994,27.0,6.47,587,2-Wheeler,Moderate,93
5995,,5.51,500,3-Wheeler,Moderate,53
5996,46.0,,370,3-Wheeler,Moderate,96
5997,70.0,1.09,417,Car,Moderate,24
5998,,3.04,454,3-Wheeler,Slow,42
5999,,6.02,279,3-Wheeler,Fast,66
6000,31.0,5.34,570,3-Wheeler,Slow,42
6001,81.0,3.58,242,Car,Fast,39
6002,77.0,0.98,162,,Fast,87
6003,63.0,8.9,392,3-Wheeler,Slow,16
6004,31.0,1.39,268,3-Wheeler,Moderate,54
6005,,,191,Car,Fast,98
6006,58.0,8.47,577,2-Wheeler,Slow,92
6007,,7.04,338,Car,Moderate,18
6008,48.0,5.26,272,3-Wheeler,Fast,99
6009,43.0,8.01,307,Bus,Moderate,68
6010,80.0,9.11,173,Car,Fast,16
6011,,3.39,599,3-Wheeler,Slow,21
6012,85.0,8.06,549,2-Wheeler,Slow,37
6013,36.0,9.89,230,Car,Fast,73
6014,29.0,,573,Car,Moderate,89
6015,68.0,2.66,172,2-Wheeler,Slow,70
6016,66.0,0.9,339,Bus,Slow,88
6017,65.0,8.2,377,Bus,Fast,28
6018,55.0,,365,3-Wheeler,Fast,80
6019,40.0,7.1,279,2-Wheeler,Moderate,77
6020,54.0,7.76,296,3-Wheeler,Slow,33
6021,52.0,4.86,505,Bus,Moderate,67
6022,28.0,2.18,541,Car,Slow,69
6023,48.0,4.82,246,Bus,Fast,85
6024,97.0,7.81,226,Bus,Moderate,48
6025,52.0,4.51,471,2-Wheeler,Slow,34
6026,33.0,4.19,200,2-Wheeler,Slow,63
6027,71.0,4.71,575,2-Wheeler,Slow,73
6028,45.0,4.79,179,3-Wheeler,Fast,89
6029,92.0,4.46,371,Car,Slow,10
6030,95.0,7.51,314,,Fast,43
6031,88.0,7.99,464,Bus,Moderate,57
6032,69.0,1.12,248,3-Wheeler,Slow,90
6033,54.0,8.64,442,3-Wheeler,Slow,12
6034,53.0,,597,2-Wheeler,Moderate,74
6035,78.0,6.17,260,3-Wheeler,Moderate,73
6036,60.0,8.49,584,Bus,Slow,57
6037,32.0,7.34,100,Bus,Moderate,47
6038,38.0,1.85,564,2-Wheeler,Moderate,40
6039,92.0,8.72,551,,Moderate,67
6040,25.0,5.64,362,3-Wheeler,Slow,55
6041,,4.2,151,2-Wheeler,Fast,94
6042,51.0,9.14,282,2-Wheeler,Moderate,96
6043,96.0,,535,3-Wheeler,Slow,89
6044,44.0,9.18,541,Bus,Slow,67
6045,23.0,2.25,296,Bus,Slow,17
6046,82.0,2.26,308,Bus,Slow,52
6047,63.0,9.46,380,2-Wheeler,Fast,10
6048,83.0,4.98,138,2-Wheeler,Fast,67
6049,,,304,2-Wheeler,Fast,78
6050,28.0,4.13,408,2-Wheeler,Slow,45
6051,,0.91,533,Car,Slow,63
6052,,6.45,527,2-Wheeler,Moderate,13
6053,,2.33,485,Bus,Moderate,36
6054,20.0,9.42,120,3-Wheeler,Slow,53
6055,76.0,2.6,450,3-Wheeler,Slow,27
6056,30.0,6.25,187,3-Wheeler,Slow,27
6057,53.0,8.81,592,3-Wheeler,Moderate,41
6058,47.0,6.42,437,Bus,Fast,19
6059,38.0,1.15,447,,Fast,77
6060,,,260,,Slow,38
6061,,6.51,553,Car,Fast,33
6062,24.0,6.81,120,Bus,Fast,92
6063,71.0,1.76,284,2-Wheeler,Slow,18
6064,44.0,8.1,434,,Fast,68
6065,30.0,1.74,393,3-Wheeler,Slow,61
6066,32.0,2.36,522,Car,Moderate,63
6067,95.0,4.69,296,Bus,Slow,37
6068,99.0,,196,Bus,Moderate,72
6069,93.0,2.22,213,Car,Slow,88
6070,54.0,,546,3-Wheeler,Fast,23
6071,70.0,2.93,408,2-Wheeler,Slow,21
6072,97.0,,302,Bus,Fast,34
6073,35.0,9.19,487,Car,Moderate,29
6074,92.0,2.89,461,Bus,Fast,33
6075,32.0,8.1,482,2-Wheeler,Fast,95
6076,51.0,,458,Bus,Fast,71
6077,77.0,,357,Bus,Slow,99
6078,30.0,8.35,502,Bus,Fast,84
6079,80.0,7.67,387,3-Wheeler,Slow,72
6080,40.0,6.74,513,,Moderate,69
6081,89.0,0.81,346,2-Wheeler,Slow,91
6082,70.0,5.56,381,Bus,Fast,72
6083,21.0,7.79,222,3-Wheeler,Moderate,43
6084,76.0,7.77,505,2-Wheeler,Slow,39
6085,29.0,1.48,524,Car,Slow,25
6086,,8.68,478,Bus,Fast,93
6087,50.0,7.59,524,2-Wheeler,Fast,56
6088,75.0,9.34,530,3-Wheeler,Fast,83
6089,78.0,2.33,211,2-Wheeler,Moderate,21
6090,97.0,4.09,565,Bus,Slow,34
6091,,7.82,172,2-Wheeler,Moderate,58
6092,62.0,0.8,121,2-Wheeler,Slow,31
6093,30.0,5.42,206,Bus,Fast,65
6094,53.0,5.57,318,2-Wheeler,Slow,32
6095,67.0,7.83,358,Car,Fast,21
6096,64.0,3.15,468,3-Wheeler,Slow,87
6097,40.0,1.84,304,Car,Fast,46
6098,,3.04,248,3-Wheeler,Moderate,60
6099,96.0,,166,Car,Fast,23
6100,45.0,4.82,587,3-Wheeler,Slow,89
6101,96.0,6.34,372,3-Wheeler,Fast,68
6102,34.0,1.59,139,Car,Slow,57
6103,28.0,6.85,550,,Moderate,73
6104,44.0,8.45,362,2-Wheeler,Fast,70
6105,40.0,0.7,364,Car,Fast,99
6106,37.0,5.57,281,3-Wheeler,Fast,54
6107,47.0,8.01,431,,Slow,44
6108,,6.44,226,Car,Moderate,84
6109,99.0,2.82,286,Car,Slow,43
6110,59.0,2.12,115,,Fast,43
6111,66.0,8.19,185,3-Wheeler,Fast,98
6112,76.0,1.18,511,,Moderate,48
6113,60.0,9.38,301,Bus,Slow,81
6114,28.0,3.65,426,Bus,Fast,82
6115,29.0,2.83,368,3-Wheeler,Slow,14
6116,51.0,0.86,555,,Moderate,16
6117,39.0,6.56,162,3-Wheeler,Fast,10
6118,,8.43,310,Bus,Fast,72
6119,38.0,7.45,257,Car,Slow,57
6120,75.0,8.66,317,,Slow,32
6121,86.0,4.96,573,,Moderate,17
6122,97.0,7.36,258,2-Wheeler,Fast,41
6123,56.0,,354,Car,Slow,72
6124,40.0,6.54,406,Car,Fast,92
6125,42.0,8.53,505,Car,Moderate,55
6126,92.0,7.29,329,Car,Slow,96
6127,89.0,1.39,139,2-Wheeler,Slow,34
6128,54.0,2.08,319,,Moderate,76
6129,30.0,6.07,136,Car,Moderate,23
6130,66.0,6.81,224,Car,Fast,39
6131,33.0,7.09,298,2-Wheeler,Slow,13
6132,48.0,0.69,409,2-Wheeler,Moderate,53
6133,45.0,2.99,267,Bus,Fast,51
6134,90.0,7.0,288,2-Wheeler,Slow,37
6135,99.0,6.13,279,3-Wheeler,Fast,32
6136,40.0,5.88,551,3-Wheeler,Moderate,80
6137,,9.62,387,Car,Fast,98
6138,52.0,7.23,236,,Slow,57
6139,49.0,7.25,359,Bus,Moderate,11
6140,,3.14,226,Bus,Fast,65
6141,96.0,2.89,194,Bus,Slow,54
6142,76.0,3.7,151,Car,Moderate,86
6143,39.0,8.58,155,3-Wheeler,Moderate,68
6144,24.0,3.28,512,,Moderate,23
6145,85.0,7.87,132,2-Wheeler,Slow,10
6146,78.0,2.07,324,2-Wheeler,Moderate,13
6147,65.0,1.95,196,3-Wheeler,Fast,77
6148,95.0,2.33,439,2-Wheeler,Moderate,81
6149,86.0,8.2,259,Car,Fast,70
6150,,9.8,190,Car,Moderate,56
6151,30.0,1.34,373,2-Wheeler,Slow,59
6152,72.0,7.26,428,2-Wheeler,Slow,39
6153,25.0,2.37,191,Car,Moderate,12
6154,33.0,8.92,224,2-Wheeler,Slow,98
6155,49.0,1.13,151,3-Wheeler,Slow,38
6156,61.0,7.75,503,Bus,Fast,35
6157,42.0,5.74,163,Car,Moderate,45
6158,32.0,5.87,342,3-Wheeler,Moderate,37
6159,23.0,4.05,413,2-Wheeler,Fast,30
6160,,7.31,335,Bus,Fast,62
6161,54.0,2.91,158,2-Wheeler,Moderate,14
6162,,7.58,123,3-Wheeler,Fast,50
6163,40.0,5.67,198,Bus,Fast,55
6164,43.0,4.17,126,Car,Moderate,37
6165,83.0,7.76,403,2-Wheeler,Moderate,53
6166,59.0,3.29,462,2-Wheeler,Moderate,19
6167,45.0,8.55,552,2-Wheeler,Slow,12
6168,65.0,8.86,105,Bus,Moderate,26
6169,94.0,0.99,292,3-Wheeler,Moderate,24
6170,52.0,9.46,171,Bus,Fast,84
6171,77.0,8.33,146,Bus,Slow,20
6172,32.0,9.82,151,3-Wheeler,Fast,64
6173,20.0,4.55,411,3-Wheeler,Moderate,71
6174,25.0,3.43,535,3-Wheeler,Fast,32
6175,25.0,4.96,328,Bus,Fast,25
6176,,1.01,396,3-Wheeler,Moderate,76
6177,64.0,0.58,350,Car,Slow,98
6178,30.0,,554,2-Wheeler,Slow,15
6179,59.0,7.98,565,Car,Moderate,20
6180,88.0,5.55,520,3-Wheeler,Fast,31
6181,30.0,4.17,205,3-Wheeler,Moderate,81
6182,69.0,4.7,279,Bus,Fast,32
6183,79.0,4.44,529,,Fast,20
6184,,,338,,Moderate,59
6185,42.0,7.25,126,3-Wheeler,Moderate,68
6186,96.0,5.74,262,3-Wheeler,Moderate,19
6187,59.0,6.16,471,,Slow,61
6188,44.0,,100,2-Wheeler,Fast,62
6189,55.0,4.42,350,2-Wheeler,Moderate,44
6190,38.0,0.72,545,3-Wheeler,Moderate,87
6191,21.0,6.31,492,2-Wheeler,Moderate,57
6192,51.0,,390,Car,Slow,14
6193,75.0,4.58,584,Bus,Moderate,32
6194,59.0,5.54,225,Bus,Slow,79
6195,59.0,6.39,376,3-Wheeler,Fast,52
6196,61.0,0.92,487,3-Wheeler,Fast,10
6197,45.0,6.72,102,3-Wheeler,Slow,51
6198,21.0,7.03,346,2-Wheeler,Slow,86
6199,31.0,,101,3-Wheeler,Fast,28
6200,26.0,1.99,400,Car,Moderate,27
6201,,7.79,302,Car,Fast,64
6202,85.0,6.86,555,,Moderate,18
6203,86.0,5.67,136,,Fast,68
6204,64.0,,484,2-Wheeler,Fast,18
6205,89.0,7.49,128,2-Wheeler,Slow,94
6206,76.0,5.13,320,3-Wheeler,Slow,95
6207,49.0,7.0,180,Car,Slow,77
6208,32.0,9.71,353,3-Wheeler,Fast,14
6209,64.0,6.03,347,Bus,Fast,80
6210,,5.28,435,Bus,Fast,35
6211,71.0,8.56,183,2-Wheeler,Moderate,11
6212,,1.6,547,Car,Slow,96
6213,34.0,4.96,104,Car,Slow,20
6214,31.0,9.27,511,Bus,Moderate,84
6215,72.0,8.22,194,3-Wheeler,Slow,95
6216,54.0,5.54,419,Bus,Slow,50
6217,85.0,5.41,439,Bus,Moderate,16
6218,48.0,6.79,169,3-Wheeler,Fast,49
6219,,3.72,288,2-Wheeler,Moderate,39
6220,32.0,,312,Car,Moderate,13
6221,81.0,3.91,244,,Moderate,79
6222,75.0,5.7,109,,Moderate,13
6223,34.0,8.46,398,Car,Moderate,45
6224,,1.39,132,Bus,Slow,43
6225,26.0,7.64,134,Bus,Moderate,24
6226,22.0,5.41,513,3-Wheeler,Fast,98
6227,35.0,2.82,230,2-Wheeler,Moderate,96
6228,,6.28,271,,Slow,89
6229,65.0,4.85,320,3-Wheeler,Moderate,78
6230,55.0,5.52,104,Bus,Moderate,67
6231,75.0,3.79,107,Bus,Fast,58
6232,41.0,7.94,128,3-Wheeler,Fast,97
6233,87.0,9.33,518,3-Wheeler,Moderate,30
6234,,3.14,404,Bus,Slow,15
6235,28.0,2.22,403,3-Wheeler,Fast,99
6236,97.0,9.74,560,2-Wheeler,Moderate,83
6237,,5.5,555,2-Wheeler,Slow,25
6238,23.0,9.21,532,2-Wheeler,Moderate,74
6239,95.0,6.15,456,Car,Slow,31
6240,87.0,7.55,323,2-Wheeler,Moderate,12
6241,47.0,6.3,473,3-Wheeler,Moderate,38
6242,71.0,7.08,200,3-Wheeler,Moderate,39
6243,46.0,,343,2-Wheeler,Fast,33
6244,67.0,3.62,175,Bus,Fast,19
6245,30.0,1.41,449,Bus,Fast,75
6246,89.0,5.33,380,2-Wheeler,Slow,12
6247,26.0,5.37,189,,Slow,48
6248,83.0,8.47,306,,Slow,63
6249,94.0,7.31,520,Car,Fast,11
6250,30.0,0.61,519,Car,Slow,92
6251,45.0,,343,Bus,Moderate,98
6252,55.0,3.8,352,Car,Fast,35
6253,54.0,1.4,450,Bus,Slow,91
6254,72.0,4.68,568,3-Wheeler,Fast,46
6255,82.0,9.54,195,3-Wheeler,Fast,89
6256,70.0,,193,2-Wheeler,Fast,76
6257,73.0,8.23,353,2-Wheeler,Moderate,20
6258,93.0,4.17,163,2-Wheeler,Moderate,74
6259,63.0,6.05,133,3-Wheeler,Slow,18
6260,66.0,2.32,464,,Fast,21
6261,77.0,4.0,411,Bus,Fast,22
6262,53.0,2.85,486,3-Wheeler,Moderate,80
6263,88.0,,164,3-Wheeler,Fast,15
6264,98.0,7.93,316,Car,Moderate,57
6265,87.0,0.72,270,Car,Slow,46
6266,55.0,2.77,341,3-Wheeler,Moderate,38
6267,46.0,9.86,187,Bus,Moderate,60
6268,49.0,9.89,210,,Slow,40
6269,90.0,8.41,392,Bus,Moderate,97
6270,89.0,9.46,383,3-Wheeler,Slow,48
6271,54.0,9.24,487,Car,Fast,82
6272,93.0,6.37,572,3-Wheeler,Moderate,17
6273,22.0,,158,Bus,Fast,33
6274,24.0,7.5,236,Bus,Fast,17
6275,29.0,7.9,215,3-Wheeler,Fast,55
6276,,2.34,155,3-Wheeler,Slow,54
6277,82.0,7.94,325,3-Wheeler,Fast,39
6278,70.0,3.57,253,3-Wheeler,Fast,93
6279,89.0,6.14,388,,Moderate,29
6280,56.0,1.8,223,3-Wheeler,Moderate,66
6281,36.0,,532,3-Wheeler,Fast,51
6282,53.0,1.55,490,Bus,Fast,76
6283,89.0,,229,Car,Fast,56
6284,49.0,,142,3-Wheeler,Fast,22
6285,23.0,8.83,154,Bus,Slow,96
6286,,9.62,303,Bus,Moderate,69
6287,81.0,9.46,325,Car,Fast,33
6288,77.0,6.19,596,Bus,Fast,56
6289,25.0,7.85,357,Bus,Fast,25
6290,63.0,9.73,507,3-Wheeler,Fast,95
6291,34.0,7.97,501,,Slow,15
6292,66.0,7.62,565,Bus,Moderate,48
6293,56.0,,575,2-Wheeler,Fast,56
6294,,3.38,554,Bus,Slow,71
6295,56.0,5.23,368,2-Wheeler,Moderate,35
6296,,6.27,289,Bus,Moderate,25
6297,21.0,6.54,125,Car,Slow,24
6298,26.0,6.44,559,Bus,Moderate,73
6299,96.0,4.22,415,2-Wheeler,Slow,37
6300,59.0,7.05,579,3-Wheeler,Moderate,38
6301,63.0,1.11,585,2-Wheeler,Moderate,64
6302,30.0,5.33,401,2-Wheeler,Fast,90
6303,85.0,4.77,394,Bus,Fast,59
6304,52.0,8.32,596,Car,Fast,31
6305,48.0,2.36,501,Car,Fast,99
6306,52.0,6.98,587,2-Wheeler,Moderate,16
6307,94.0,8.02,171,Bus,Moderate,81
6308,20.0,8.12,361,2-Wheeler,Fast,62
6309,66.0,8.75,388,Car,Fast,17
6310,,1.56,221,2-Wheeler,Fast,15
6311,77.0,1.06,287,3-Wheeler,Moderate,24
6312,56.0,6.37,155,3-Wheeler,Slow,90
6313,36.0,2.32,253,Bus,Slow,68
6314,32.0,5.9,150,Bus,Moderate,21
6315,29.0,8.32,323,3-Wheeler,Moderate,71
6316,21.0,6.55,326,Bus,Moderate,23
6317,42.0,9.57,542,3-Wheeler,Slow,59
6318,76.0,5.92,304,Car,Moderate,13
6319,,0.74,340,2-Wheeler,Fast,98
6320,45.0,,489,Bus,Moderate,37
6321,78.0,2.27,391,Car,Slow,20
6322,48.0,0.82,440,Car,Moderate,22
6323,27.0,5.71,583,2-Wheeler,Slow,78
6324,45.0,7.07,400,Car,Moderate,17
6325,87.0,7.4,400,Bus,Fast,39
6326,38.0,,350,3-Wheeler,Fast,59
6327,43.0,9.42,135,Car,Fast,74
6328,,4.8,203,Car,Fast,32
6329,49.0,2.81,493,3-Wheeler,Fast,24
6330,,5.41,138,Car,Slow,44
6331,43.0,9.14,123,2-Wheeler,Fast,81
6332,,5.81,150,2-Wheeler,Moderate,92
6333,70.0,5.32,497,Bus,Slow,54
6334,92.0,4.35,297,Car,Slow,69
6335,85.0,2.14,322,,Moderate,11
6336,54.0,2.93,353,2-Wheeler,Fast,82
6337,33.0,4.72,547,Bus,Fast,57
6338,55.0,2.98,236,2-Wheeler,Moderate,98
6339,38.0,1.66,419,Bus,Moderate,76
6340,42.0,6.15,542,,Moderate,53
6341,43.0,5.95,170,Bus,Slow,41
6342,55.0,1.74,435,2-Wheeler,Slow,46
6343,62.0,8.81,377,2-Wheeler,Slow,59
6344,55.0,,295,2-Wheeler,Fast,34
6345,34.0,3.22,391,Car,Slow,47
6346,,6.01,327,3-Wheeler,Fast,64
6347,34.0,1.28,144,2-Wheeler,Fast,72
6348,57.0,7.29,514,Car,Moderate,66
6349,,3.1,581,Bus,Fast,10
6350,35.0,5.58,422,Car,Fast,74
6351,42.0,5.85,262,Car,Fast,92
6352,40.0,8.41,365,3-Wheeler,Fast,76
6353,45.0,9.84,473,Car,Fast,75
6354,44.0,2.57,342,3-Wheeler,Moderate,35
6355,35.0,2.71,306,3-Wheeler,Fast,61
6356,46.0,1.13,405,Bus,Moderate,77
6357,83.0,,535,Car,Fast,52
6358,33.0,7.99,245,Car,Slow,16
6359,82.0,3.33,252,3-Wheeler,Moderate,81
6360,47.0,9.33,158,Car,Moderate,30
6361,44.0,1.84,593,2-Wheeler,Slow,63
6362,29.0,0.89,264,Car,Moderate,25
6363,70.0,7.98,535,Bus,Moderate,88
6364,40.0,7.76,557,,Moderate,93
6365,74.0,7.39,316,2-Wheeler,Moderate,93
6366,44.0,8.27,481,3-Wheeler,Fast,57
6367,75.0,6.89,259,,Slow,73
6368,73.0,1.1,175,3-Wheeler,Fast,68
6369,25.0,1.89,276,2-Wheeler,Slow,60
6370,89.0,3.74,566,Bus,Moderate,68
6371,82.0,5.71,176,2-Wheeler,Slow,50
6372,96.0,5.88,203,3-Wheeler,Moderate,83
6373,92.0,4.39,444,Car,Fast,73
6374,98.0,2.13,579,Car,Moderate,11
6375,51.0,9.86,412,Car,Moderate,36
6376,73.0,,319,,Moderate,25
6377,74.0,5.96,350,3-Wheeler,Fast,94
6378,34.0,9.29,526,,Slow,78
6379,58.0,3.14,337,Bus,Moderate,75
6380,20.0,8.8,429,Bus,Moderate,68
6381,,7.67,475,Car,Fast,30
6382,23.0,9.5,574,2-Wheeler,Slow,37
6383,96.0,4.0,248,2-Wheeler,Moderate,41
6384,77.0,9.91,327,3-Wheeler,Moderate,82
6385,24.0,9.28,505,3-Wheeler,Moderate,37
6386,47.0,1.61,228,3-Wheeler,Slow,55
6387,49.0,5.86,369,Car,Moderate,26
6388,43.0,2.3,377,2-Wheeler,Fast,95
6389,71.0,6.86,496,,Fast,25
6390,,,409,,Slow,40
6391,52.0,4.4,382,Car,Moderate,39
6392,90.0,6.91,487,Car,Moderate,79
6393,50.0,8.79,473,2-Wheeler,Fast,74
6394,53.0,5.03,210,2-Wheeler,Moderate,17
6395,30.0,6.5,528,Bus,Slow,41
6396,20.0,3.32,402,2-Wheeler,Moderate,31
6397,24.0,1.34,109,Car,Moderate,78
6398,83.0,8.87,438,,Slow,93
6399,81.0,4.45,127,3-Wheeler,Fast,45
6400,95.0,3.25,566,2-Wheeler,Slow,37
6401,80.0,3.73,489,2-Wheeler,Moderate,36
6402,59.0,0.61,430,Car,Moderate,51
